csho,invt,ap,act,sale,xint,re,che,at,dlc,dltt,lt,cogs,ivao,ceq,ni,sstk,dp,ppegt,txp,txt,lct,ib,rect,prcc_f,ivst,dltis,key_board_percent_independent,num_independent,board_size,misstate
6.902,16.854,45.503,67.948,200.697,2.11,-2.906,0.655,78.397,25.892,0.315,73.298,177.678,0,5.099,-6.189,0.186,0.871,6.009,0.135,-0.527,72.983,-6.189,47.377,2.875,0,0,0.5,2,4,0
30.641,116.4,84.4,176.2,458.9,1.8,106.5,0,706.6,53,0,185.2,386.3,3.6,362.8,18.4,158.5,24.2,655.3,0.6,15.2,138,18.4,54.3,15,0,0,0,5,6,0
45.494,105.6,101.3,416.3,1259.6,4,226.7,20.4,1261.1,0,89,946.7,818.4,0,314.3,100.1,2.5,79.7,1339.7,6.4,56.9,312.8,100.1,206.5,40.625,0,23,0,2,3,0
9.167,0,7.251,90.566,28.485,0.059,44.657,76.456,109.503,0,0,28.234,16.614,0,53.992,14.322,0.371,2.823,14.657,0,16.673,18.557,14.322,11.698,16,13.069,0,0,1,3,0
13.283,3.198,4.574,88.952,116.466,0.429,44.82,78.112,162.312,0.1,3.65,15.332,57.402,0.312,146.307,22.335,58.277,4.11,67.303,0.282,13.187,10.974,22.335,5.602,60.25,0,0,0,1,2,0
9.44,0,0.519,40.912,1.598,0.112,-20.414,40.135,43.959,0.15,1.2,2.844,11.87,0,41.115,-8.69,28.263,0.238,2.324,0,0,1.294,-8.69,0.485,19.25,17.327,0,0.5,3,4,0
2.875,17.666,3.982,28.72,87.216,1.847,7.612,0.323,42.088,1.408,17.184,25.073,73.53,0.205,17.015,3.255,0.472,1.047,13.717,0,1.906,7.071,3.255,9.762,16.75,0,2.182,0.25,1,3,0
4.59,0.43,1.282,3.841,9.139,1.223,-4.567,2.66,38.108,0.884,20.255,25.895,9.884,0,12.203,-3.127,11.448,0.599,34.738,0,0,5.64,-3.127,0.611,3.875,0,1.498,0,3,3,0
6.512,0,0.198,9.582,0,0,-18.803,9.245,11.392,0,0,0.893,0,1.516,10.499,-5.211,7.237,0.123,0.356,0,0,0.893,-5.211,0,6.625,4.642,0,0,2,3,0
18.846,19.057,59.368,193.149,439.546,6.169,50.525,18.573,272.519,41.11,6.982,181.206,294.229,19.874,85.246,15.452,1.928,14.912,138.094,13.165,8.442,158.045,16.586,141.587,12.625,0,3.372,0.333333333,3,4,0
5.841,4.794,3.994,31.145,68.927,0.125,4.768,19.091,36.963,0.225,0.352,12.61,35.128,0,24.353,5.848,2.228,3.023,14.796,1.443,3.983,11.334,5.848,5.72,19.75,0,0,0,2,5,0
6.269,4.172,1.347,6.803,12.316,1.978,-8.924,0.007,8.6,0.119,5.267,7.532,6.599,0,1.068,-3.208,1.437,0.616,2.779,0,0.001,2.045,-3.208,1.723,1.187,0,5.783,0.5,3,3,0
8.251,0.028,0.353,0.585,1.675,0.133,-8.379,0.155,0.925,0.35,0,0.703,0.987,0,0.222,-1.713,0.5,0.086,0.199,0,0,0.703,-1.713,0.402,0.25,0,0,0,5,9,0
18.61,68.498,36.09,120.618,500.036,1.788,-52.144,42.932,280.348,4.575,14.102,95.724,356.061,0,184.624,-11.685,79.381,15.359,126.831,0,-3.748,66.828,-11.685,7.212,24.375,0,0,0,3,5,0
8.098,0.376,1.612,18.263,0.779,0.105,-52.456,16.896,20.56,0.234,9.212,12.631,3.204,0,7.929,-40.598,0.331,0.622,3.666,0,0,3.419,-15.85,0.283,6.25,11.369,0,0,2,4,0
14.111,17.326,19.498,70.474,191.493,8.269,-73.784,23.782,105.494,11.026,56.817,120.631,155.433,0,-22.334,-27.388,7.966,9.815,40.977,1.729,1.718,57.6,-27.388,19.539,1,0,0,0,2,4,0
15.774,27.762,7.043,120.746,213.604,0.095,77.899,49.321,148.249,0.059,0.11,23.407,77.661,0,124.842,25.548,2.35,6.103,36.23,0,14.189,20.481,25.548,34.706,31.5,37.473,0,0,0,1,0
3.21,5.086,1.231,8.646,18.599,0.719,-0.865,0.189,20.993,7.236,0.479,10.115,8.733,0,9.543,1.321,0,3.902,21.424,0.102,-0.193,9.636,1.321,3.217,7,0,0,0,1,1,0
33.15,0,33.396,290.89,537.608,9.526,5.127,99.655,518.005,22.614,168.692,373.657,272.59,25.083,144.348,5.211,3.575,24.78,178.466,3.047,11.914,194.882,5.211,178.579,66.25,37.623,184.847,0,1,3,0
17.563,78.438,13.47,117.169,291.407,9.143,-80.734,5.236,234.044,34.057,15.535,113.064,225.484,0,120.98,11.509,0,6.95,91.21,1.957,7.714,77.72,12.573,26.222,7.812,0,0,0.5,2,3,0
262,133.384,528.446,3313.732,4030.036,147.469,1373.382,1726.188,7992.361,420.177,861.228,3261.295,2528.191,85.359,4731.066,526.749,0,721.564,6388.696,0,333.121,1741.801,526.749,1366.764,27.375,1279.877,106.232,0,3,4,0
3.52,0.08,0.326,1.079,7.668,0.136,-2.16,0.391,4.509,0.896,0.555,2.167,2.488,0,2.076,-1.913,0.238,0.637,4.167,0,-0.186,1.612,-1.979,0.152,2,0.2,0.335,0,5,6,0
7.588,12.175,0.88,40.369,104.337,0.038,14.217,10.393,46.92,0.142,0.469,5.315,79.673,0,41.605,5.921,0,0.242,2.485,0.433,3.629,4.846,5.921,16.853,6.625,0,0,1,6,7,0
10.941,0,0.098,0.346,0.103,0.001,3.153,0.142,10.38,0.097,0,3.345,1.333,9.26,7.035,-0.593,0.004,0.008,0.06,0,-0.421,0.448,-0.593,0.176,7.937,0,0,0,5,7,0
119.417,49.241,43.268,572.299,549.297,0,135.652,373.151,651.866,0,0,104.416,183.425,35.771,547.45,113.111,103.617,8.801,53.6,6.298,73.304,104.416,113.111,103.145,62.125,159.181,0,0,3,5,0
4.262,0.394,1.811,3.889,6.891,0,-6.289,1.382,7.39,0,0.3,2.885,6.726,0,4.505,-3.56,0,0.223,0.954,0,0,2.585,-3.56,2.049,2.375,0,0.3,0.333333333,1,2,0
10.125,0.822,0.852,4.349,2.382,0,-53.916,3.244,7.337,0,0,2.524,1.777,0,4.813,-20.874,11.291,1.596,4.963,0,0,2.524,-20.874,0.184,6.25,0,0,0.5,2,3,0
14.092,0,0.657,61.047,0,0,-54.857,60.294,62.343,0,0,1.048,0,0,61.295,-4.246,0.59,0.35,11.117,0,0,0.954,-4.246,0,9.875,38.927,0,0.5,3,5,0
5.355,0.235,1.296,1.014,7.18,0.066,-11.852,0.1,4.617,0.866,0.04,3.595,5.751,0,1.022,-9.873,0.5,0.72,4.301,0,0,3.555,-4.783,0.115,1.5,0.1,0,0,2,4,0
131.5,46.867,24.036,219.602,343.189,25.832,241.542,41.372,1300.029,0,454.866,729.991,180.847,0,570.038,21.068,0,66.328,1377.331,0,8.757,88.914,21.068,0.971,15.375,0,255,0,6,7,0
3.127,0,0,0.056,0,0,-7.397,0.021,0.218,0,0,0.177,0,0,0.041,-2.985,1.032,0.014,0.005,0.005,0,0.162,-2.985,0,0.594,0,0,0,0,1,0
10.609,0.834,2.618,6.271,7.182,0.081,-38.141,1.288,8.529,0.85,0,6.48,3.061,0,2.049,-23.519,0.138,0.135,1.201,0,0,6.291,-23.519,3.867,6.75,0,0,0,3,4,0
7.047,1.856,1.693,3.994,2.743,1.869,-47.6,1.322,12.82,3.225,7.407,13.364,12.803,0,-0.713,-12.87,0.487,1.313,11.486,0,0,5.407,-12.87,0.494,9,0,2.228,0,6,8,0
39.565,0,11.213,87.662,301.982,6.648,40.002,25.588,1730.949,44.747,506.235,929.419,233.482,68.904,801.53,25.934,368.959,12.018,643.393,0.003,13.962,148.068,25.934,51.529,45,0,498.2,0,0,2,0
8.405,6.374,2.45,14.022,36.384,0.596,-0.529,2.187,26.35,0.487,7.824,12.027,27.312,0,14.323,-0.127,0.053,0.862,6.293,0,-0.078,4.203,-0.127,4.36,1.656,0,3.09,0.5,4,7,0
42.48,60.574,38.548,125.352,292.394,0.62,27.585,8.508,215.297,4.479,11.282,76.514,232.843,0,138.783,14.521,29.79,5.782,69.628,3.159,8.436,63.372,14.521,49.844,11.875,0,1.374,0,3,6,0
4.871,1.783,0.475,2.531,4.131,0.11,-5.081,0.012,3.045,0.526,0,1.088,3.279,0,1.957,-1.298,1.003,0.107,0.663,0,0,1.088,-1.298,0.586,1.437,0,0,0,1,1,0
11.964,6.9,7.8,67.759,243.634,19.168,28.538,14.598,494.436,31.999,226.487,337.134,160.848,0,140.534,12.108,6.767,15.81,436.545,0,9.252,73.295,14.051,38.915,28.75,7.418,42.384,1,2,4,0
3.785,2.843,0.668,4.145,4.235,0.214,0.258,0.795,10.264,0.578,3.072,4.636,1.476,0.254,5.628,0.17,0,0.378,7.348,0.029,0.099,1.449,0.17,0.301,2.75,0,1.162,0,1,1,0
10.326,122.778,50.274,210.9,653.975,3.94,131.511,0.815,391.176,2.455,107.45,198.534,492.199,0,192.642,29.79,0.787,8.464,190.292,0.09,19.761,74.135,29.79,73.092,35,0,105.273,0.333333333,4,7,0
15.471,0,1.193,37.727,11.096,0.244,-58.23,36.82,41.393,0.33,0.599,4.84,6.842,0,36.553,-13.476,4.384,1.221,6.265,0,0.064,4.101,-13.476,0,6.625,30.501,0,0,3,4,0
7.285,42.812,16.171,107.71,110.684,0.035,25.043,36.069,123.786,0,0,26.864,56.225,4.666,96.922,13.731,1.174,2.095,13.361,1.445,6.6,26.864,13.731,27.561,32.75,7.582,0,1,0,1,0
23.749,0,5.938,81.36,102.061,8.974,-3.309,25.921,339.023,38.377,117.07,197.361,75.184,0,133.512,-6.331,91.569,11.635,91.771,0,-0.6,73.377,-6.331,50.119,9.25,7.28,58.429,0,0,2,0
39.342,62.824,10.226,114.783,165.738,3.21,-21.825,20.925,250.935,7.726,47.029,72.131,122.059,0,178.804,-20.452,3.238,10.842,85.634,0,-0.639,24.682,-19.995,27.37,7,0,88.788,0,4,5,0
7.553,47.074,35.114,104.303,111.888,0.456,22.63,8.845,399.48,13.367,232.918,348.919,81.981,0,50.561,9.355,0,4.61,161.966,4.564,5.35,86.893,9.355,45.629,29.75,0,236.878,0.166666667,1,2,0
4.092,1.063,2.154,10.484,16.759,0.026,2.321,2.864,12.795,1.961,0.124,6.267,13.567,0,6.528,0.804,0,0.42,2.967,0.468,0.473,5.762,0.804,6.443,5.875,0,0.089,0.5,1,1,0
8.777,0,0.247,3.187,10.642,0.241,-0.617,0.587,9.935,1.098,2.181,5.187,11.763,0,2.748,-3.267,0.139,0.754,3.1,0,-1.237,1.745,-3.267,2.446,0.63,0,2.386,0,6,8,0
19.625,1.814,1.244,3.28,5.297,0.334,-5.486,0.055,4.87,3,0,4.53,3.216,0,0.34,-1.324,4.058,0.237,2.131,0,0,4.53,-1.324,1.339,1.25,0,0,0,3,3,0
2.961,0.073,0.624,0.658,17.371,0.228,-2.083,0.297,9.302,2.17,0,3.476,16.272,0,5.826,0.071,0.043,0.812,10.612,0,0,3.476,0.071,0.187,2.75,0,0,0.5,5,5,0
5.273,4.289,6.669,8.025,26.853,0.28,-8.407,0.39,24.956,2.659,1.832,12.855,6.672,0,11.245,-6.673,1.547,16.536,14.241,0,0.032,11.023,-6.673,2.472,1.375,0,1.02,0.5,1,1,0
8.929,38.229,19.502,66.769,123.504,0.099,14.393,7.394,114.333,7.576,0,59.466,104.276,8.321,37.08,10.106,11.305,1.413,27.67,2.708,0.219,59.466,10.106,16.023,3.625,0,0,0,4,7,0
2.544,0.057,0.477,1.052,6.655,1.117,-12.705,0.489,2.351,1.152,4.825,6.454,4.583,0,-4.103,-12.76,0,0.107,0.083,0,0.32,1.629,-12.76,0.397,1,0,4.8,0,2,4,0
5.799,4.29,7.281,13.887,19.883,0.2,0.318,0.81,33.208,4.413,1.385,13.6,10.523,0.575,8.252,0.686,0.424,0.501,4.823,0,0.362,12.215,0.686,8.522,5.25,0,0.912,0,2,2,0
35.34,39.759,23.625,157.399,145.24,10.275,49.272,31.339,426.471,94.263,0,136.85,87.458,0.759,231.498,-8.568,0,21.589,265.155,0.135,-0.871,136.85,-8.568,80.003,4.75,0.055,0,0.5,0,1,0
16.153,11.299,1.517,126.487,150.076,14.727,53.811,82.174,449.145,24.806,209.281,316.142,81.458,32.37,129.687,17.78,5.026,20.425,309.384,1.858,7.271,50.27,17.78,28.961,22.875,18.936,35.942,0,3,4,0
7.362,0,2.73,1.048,19.632,2.727,-9.731,0.601,12.434,3.927,1.133,10.521,15.914,0,1.913,-4.304,0.56,1.632,13.911,0,0.001,7.101,-4.304,0.031,1.312,0,4,1,5,6,0
7.194,4.796,7.193,24.974,108.362,0.47,33.883,3.851,59.586,1,3.333,15.554,82.93,0,44.032,6.283,0.013,6.572,74.317,0,3.993,10.245,6.283,15.354,10.312,0,5,0,3,6,0
2.801,1.832,2.803,5.213,37.773,1.3,0.434,2.052,32.628,0.993,15.881,21.64,8.951,0,8.988,-0.702,5.356,2.001,25.712,0,-0.263,5.335,-0.702,1.048,7.5,0,4.72,0,3,4,0
8.085,0.083,0.737,13.776,4.257,0.05,-3.548,13.16,16.543,0.045,0,1.001,2.725,0,15.542,-3.433,16.417,0.166,3.24,0,0,1.001,-3.433,0.504,15.75,0,0.652,0,0,5,0
6.93,35.168,3.737,40.02,30.128,0.97,9.575,0.3,42.315,10.017,3.493,18.202,20.605,0,24.113,2.158,0,0.139,2.202,0.007,1.424,14.709,2.158,4.109,2.375,0,13,0.4,2,4,0
2.475,0.07,0.296,2.644,3.192,0,-1.26,1.694,3.258,0,0,0.618,0.768,0,2.64,-1.038,0,0.164,0.944,0,-0.018,0.582,-1.038,0.79,2.5,0,0,0,1,2,0
4.117,2.297,3.028,4.176,71.373,0.838,-8.556,0.615,48.062,3.49,6.444,18.805,56.169,0,29.257,3.004,0.129,4.518,61.933,0,1.945,10.853,3.004,0,9.75,0,8.207,1,4,4,0
11.25,2.026,1.89,52.057,48.262,0,5.453,38.045,69.329,0,0,10.798,15.374,10.278,58.531,-1.675,2.775,1.525,8.439,0,-1.238,10.798,-1.675,9.022,7.375,21.658,0,0,1,2,0
5.31,8.142,12.05,27.305,62.83,1.161,5.066,0.573,83.117,4.869,32.024,51.781,43.644,1,30.732,2.127,9.943,3.1,56.695,0,2.028,16.919,2.127,18.033,8.5,0,7.291,0,5,6,0
4.842,0,2.675,7.97,18.963,2.581,-1.211,3.083,88.394,0.468,12.821,24.012,14.044,0,64.371,-0.759,56.389,1.427,8.112,0,0,3.478,-0.439,4.597,8.125,0,22,0,3,5,0
105.248,417.94,540.768,4899.062,6648.947,29.869,4473.35,2617.285,11160.299,104.911,107.87,5130.969,3142.09,1563.82,5802.367,195.165,0.007,488.794,8730.322,105.065,249.877,3319.285,195.165,1486.725,73.375,1447.693,0,0,5,6,0
4.203,0.842,0.162,6.787,8.729,0,4.965,3.945,11.183,0,0,1.078,4.041,0,10.105,2.616,0.028,0.1,1.895,0.377,1.205,0.96,2.616,1.683,12,0,0,0,2,5,0
8.061,0,0.627,4.108,17.524,0.201,-14.05,0.425,8.143,0.9,1.416,5.529,14.945,0.072,2.133,-2.955,0.181,0.462,0.953,0,0,4.059,-1.968,3.506,1.75,0,1.5,0,3,4,0
16.492,1.496,1.846,4.665,12.644,0.759,-6.84,0.207,8.551,5.119,0.908,9.265,9.995,0,-0.714,-4.807,0.01,0.683,6.087,0,0,7.734,-1.536,2.819,0.125,0,1.421,0,4,6,0
17.858,0,0.273,40.156,4.035,0,-103.482,38.581,40.891,0,0,6.568,19.415,0,34.323,-13.838,28.284,0.851,7.303,0,0,6.568,-13.838,0,1.969,26.561,0,0.25,4,5,0
7.907,0.47,0.972,6.469,23.088,0.592,-21.757,0.2,14.568,0.496,7.235,10.131,11.391,0,4.431,1.451,0,3.138,18.328,0,0,2.896,1.451,5.638,1.625,0,0.583,0,1,2,0
37.493,0,31.364,74.676,424.841,15.536,-222.176,14.656,96.096,2.529,74.698,157.523,394.375,0.145,-61.427,-81.981,10.099,5.51,30.079,1.359,-1.4,82.825,-81.981,45.701,0.812,5.735,98.989,0,3,5,0
23.767,0,2.446,89.977,22.19,0.624,-161.523,82.569,95.385,2.572,2.817,16.987,54.353,0,78.398,-33.492,61.24,3.545,22.776,0,0,14.17,-33.492,0.422,22.5,60.36,1.944,0.5,5,6,0
4.122,0,6.078,37.175,141.709,0,36.883,8.43,60.491,0,0,14.72,110.204,0,45.771,9.457,2.493,5.349,33.892,0,5.67,12.449,9.457,25.633,39.75,0,0,0.25,0,1,0
9.709,1.378,20.626,40.782,204.425,14.649,100.158,5.964,382.593,6.035,157.528,226.409,138.052,171.967,156.184,20.914,4.665,10.029,174.356,0,13.372,39.326,20.914,30.49,32.5,0,1.44,0,1,2,0
11.812,1.394,10.712,141.777,188.314,0.013,70.42,93.485,171.733,0,0,75.026,30.401,0,96.439,-1.607,4.674,10.837,53.682,6.45,4.739,74.017,-1.607,35.651,20.625,54.034,0,1,2,2,0
7.085,8.638,15.062,43.383,30.501,1.323,-8.864,28.281,53.421,0.272,0.171,38.8,20.708,1.6,14.589,-1.13,9.026,1.068,7.993,0,-0.014,33.354,-1.13,5.675,8.75,16.233,0.171,0,3,4,0
28.769,1.559,6.153,28.411,60.009,2.327,-154.073,14.087,43.829,0,32.348,53.371,27.575,3.485,-9.542,-33.141,1.734,3.853,21.414,0,0.024,19.995,-33.141,7.506,2.125,0,0,0.666666667,1,1,0
16.51,0,187.053,572.998,1615.282,9.311,123.099,481.741,795.662,3.345,123.378,469.285,1553.234,11.697,326.377,18.15,2.965,20.142,64.732,0,10.945,308.161,18.15,71.816,25.75,419.417,0,0,2,2,0
32.741,23.206,24.21,151.381,825.995,27.363,19.608,8.712,1117.562,0,388.397,591.38,498.237,244.759,516.224,143.899,14.304,49.582,787.569,6.725,10.792,127.694,151.436,105.359,31.937,0,179.355,0,6,7,0
488.666,2416.755,3044.28,10156.351,31739.219,597.296,6892.651,2395.992,25199.197,1444.572,3767.314,13616.38,28311.413,1550.876,11067.575,1264.187,82.718,1487.924,21181.7968,0,677.19,7411.88,1264.187,4163.463,55.75,294.495,1268.672,0.5,0,3,0
8.46,0.977,3.17,4.771,15.024,0.297,-2.094,0.514,18.182,1.439,0.265,5.008,4.193,0,13.174,0.906,0.04,1.489,1.328,0.134,0.059,4.743,0.906,1.749,2,0,1.27,0.166666667,0,1,0
9.287,0,1.354,5.632,10.248,0.541,-7.393,0.071,13.541,3.109,2.781,7.582,8.634,0.198,5.395,-0.804,0,1.509,11.15,0.016,0.043,4.479,-0.804,5.375,1.031,0,0,0.5,0,1,0
11.3,11.762,16.319,52.256,259.325,2.7,19.392,9.634,207.072,2.034,20.246,55.86,195.102,0,151.212,4.495,0.128,8.671,37.707,0.497,3.829,26.548,4.495,28.992,11.5,0,0,0,1,2,0
17.262,0,3.82,181.499,73.193,3.358,-9.831,155.721,232.048,2,115,132.887,46.901,0,98.928,6.6,2.032,2.315,5.328,1.239,4.437,15.676,6.6,22.289,28.75,3.102,111.449,0,5,6,0
19.895,211.359,94.083,407.914,846.082,16.1,91.98,14.647,629.87,4.148,231.88,403.354,761.997,51.539,226.512,15.214,0.888,16.623,193.959,0,10.576,127.702,15.214,168.946,28.437,0,454.234,0,2,3,0
8.519,4.618,4.141,21.387,53.284,0.652,0.442,1.215,59.035,5.926,6.995,22.065,37.636,0,36.97,1.805,0.17,2.189,15.512,0,0.998,14.279,1.805,13.656,14.5,0,14.111,0,4,10,0
14.216,0,0.03,2.428,0.129,0,-30.588,2.389,2.428,0,0,0.055,0.058,0,2.373,-0.786,0.004,0,0,0,0,0.055,-0.786,0.039,0.063,0,0,0,4,5,0
7.303,0,0.834,16.527,38.507,0.027,-7.968,9.133,32.815,1.272,0.189,5.156,23.331,0,27.659,2.752,0.476,1.955,13.417,0,0.61,4.677,2.752,6.579,11.75,1.188,0,0.6,3,4,0
21.98,0,0.215,39.551,10.088,0.118,-109.618,39.061,42.444,0.534,1,7.574,25.145,0,34.87,-14.381,19.315,0.976,5.772,0,0,6.478,-14.381,0,8.062,38.574,0.5,0,0,1,0
11.757,3.23,2.619,8.609,15.129,0.239,-73.892,1.842,19.551,0.03,3.142,6.692,12.219,6.513,12.859,-12.378,10.544,2.114,15.43,0,0,3.55,-12.378,2.992,13.875,0,0.005,0,1,3,0
6.022,1.577,0.272,4.673,7.372,0.027,-0.171,2.378,6.016,0.089,0.19,0.924,5.182,0,5.092,-0.443,0.057,0.428,3.063,0.019,-0.015,0.734,-0.443,0.52,3.531,0.03,0,0,2,2,0
20.864,12.633,22.486,51.025,396.841,98.063,-384.674,3.328,1020.72,24.513,968.896,1053.975,233.322,6.5,-33.255,-181.874,0.8,108.019,388.035,0,-21.172,85.079,-181.874,30.147,5.125,0,91,0,1,1,0
5.942,18.277,8.317,37.104,85.382,0.071,7.41,1.447,56.381,1.527,5.283,30.599,66.004,0,25.782,1.357,0.003,1.667,22.202,1,0.727,23.286,1.357,14.423,4.812,0,6.68,0,0,5,0
16.262,0,3.634,20.488,23.263,8.8,-23.583,17.128,138.542,0,117.704,126.089,10.361,0,12.453,-4.584,0.345,5.791,125.983,0,0,7.834,-3.677,3.282,2.875,0.406,160.347,0.333333333,0,1,0
11.001,0,0.02,0.833,0.243,0.002,-7.145,0.691,5.458,0,0,0.167,1.88,0.4,5.291,-2.599,1.77,0.055,0.299,0,0,0.167,-2.599,0.142,0.625,0,0,0,5,6,0
24.453,64.838,30.9,113.893,1117.346,6.813,12.951,14.484,399.678,1.171,92.673,194.213,718.826,2.459,205.465,26.644,7.907,30.725,327.483,0,12.724,77.272,26.644,11.468,38.625,1.089,24.336,0.333333333,3,4,0
18.246,0,3.634,82.226,104.327,0.324,-0.488,57.96,102.654,1.919,0.678,22.318,46.171,0,80.336,4.618,7.514,6.31,28.958,0,-2.363,21.64,4.618,15.684,34.5,41.969,0,0,4,6,0
34.898,0,0.452,3.487,0,0.189,-39.938,3.487,9.771,0.776,0,2.228,4.977,4.752,7.542,-6.752,0,0.254,0.335,0,0,1.865,-6.752,0,0.234,1.088,0,0,1,1,0
18.167,0,31.99,228.129,482.504,10.292,103.554,10.524,386.361,9.614,132.01,236.452,425.875,6.258,149.909,19.33,0.364,13.816,69.193,6.864,14.188,98.559,19.33,202.134,13.312,1.031,22.7,0,6,7,0
9.082,39.607,21.004,100.992,275.708,18.638,-5.431,0.89,259.71,8.75,154.112,213.113,183.529,0,46.597,-2.212,0.165,10.491,46.82,0,0.788,51.971,-2.212,52.833,3.812,0,66.1,0.25,2,4,0
19.112,9.638,7.778,24.693,50.611,1.937,15.125,0.686,63.659,15.057,10.835,38.094,36.087,0,25.005,2.107,0,3.651,77.41,0.462,0.821,23.297,2.107,11.805,0.75,0,0,0,4,5,0
14.128,0,1.499,0.357,0,0.683,-33.787,0.103,29.057,1.649,0,3.148,0,0,25.909,-15.09,10.875,0.01,28.717,0,0,3.148,-15.09,0.254,6.75,0,0,0.666666667,1,1,0
22.672,28.962,10.431,129.525,184.575,0.478,-27.488,75.109,147.93,2.541,0,34.503,119.801,0,113.427,-9.85,56.612,6.499,35.976,0.945,-1.437,34.024,-3.349,15.903,12.375,0,0.96,0.5,3,4,0
8.018,0,1.288,5.812,6.178,0.206,-13.928,2.341,8.446,1.142,1.178,4.64,3.276,0.118,3.806,-1.995,0.038,0.325,1.267,0.508,0.142,3.391,-1.995,3.361,1.5,0.994,0,1,4,5,0
8.126,37.381,23.921,120.958,407.751,0.163,96.624,32.166,196.332,0.047,1.679,48.517,291.531,0,147.815,27.887,1.34,7.876,70.532,2.018,16.238,44.212,27.887,47.006,36.437,0,0,0,2,2,0
10.732,2.289,8.206,42.052,99.977,1.711,-20.18,0,68.639,0.459,28.801,46.647,76.421,0.296,21.977,-2.097,0.534,3.108,11.851,0,-1.24,17.846,-2.097,34.577,2.75,0,16.3,0,1,6,0
62.972,622.7,350.1,1714.8,3224.4,53.5,496,31.2,2620.9,0,727.4,1629.3,2496.1,0,991.6,168.7,142.2,61.5,499.1,88.7,87.5,830.5,170.8,997.2,29.25,0,932.2,0,0,1,0
11.664,92.517,23.488,180.939,493.362,12.326,70.566,2.277,349.191,13.281,176.755,244.874,425.703,0,104.317,13.677,0.641,15.183,197.184,0,8.35,50.434,13.677,82.251,18.875,0,42.9,0,3,5,0
2.856,12.031,7.295,14.486,82.046,1.934,-26.676,1.042,26.384,5.141,13.841,28.607,57.303,0,-2.237,-6.556,0,2.062,33.184,0,0,14.766,-6.289,0,0.375,0,91.027,1,7,7,0
3.616,0,0.25,13.954,38.342,0.741,-1.676,5.556,22.548,0.072,8.239,10.989,27.356,0,10.002,2.426,0.028,1.88,11.98,0,0.055,2.75,2.426,7.894,12,0,0.04,0,1,2,0
24.683,55.748,31.611,169.743,433.272,2.344,168.78,20.389,572.187,4.619,94.144,216.782,175.602,0,355.405,38.865,3,20.8,175.893,0,27.498,86.903,38.865,77.934,24.875,0,64.419,0,2,2,0
6.605,5.42,6.159,18.642,172.725,2.666,-33.725,3.437,81.943,1.631,28.434,53.388,139.266,0,28.555,6.884,0.584,2.531,41.091,0.656,2.295,21.444,6.884,1.669,20.25,0,10.2,1,3,4,0
8.16,4.322,5.419,90.183,170.538,0,44.783,36.228,128.114,0,0,55.641,58.958,5.312,72.473,11.272,2.769,7.966,41.164,3.497,7.016,49.028,11.272,42.058,25.875,15.53,0,0,0,1,0
3.697,0.168,0.303,0.85,0.134,0.286,-8.893,0.009,1.223,0.575,0.15,1.41,0.403,0,-0.282,-2.979,0.935,0.036,0.284,0,0,1.079,-2.979,0.073,3.375,0,0.66,1,3,3,0
9.19,0.828,6.325,52.41,79.559,0.058,-0.745,17.965,67.343,0.138,0,29.97,46.936,0,37.373,2.939,1.942,4.1,16.576,2.379,2.399,27.838,2.939,29.372,9.625,0,0,0,0,1,0
17.499,1.023,2.039,31.972,74.342,0.096,-32.572,10.876,42.928,1.139,0,35.294,11.34,2.001,5.077,-16.908,0.944,6.34,38.696,0.27,0.255,34.704,-16.908,16.96,2.937,4.202,0,0,5,8,0
4.51,9.177,18.252,52.447,158.823,2.236,-6.747,10.115,56.929,29.057,1.718,50.721,147.66,0,6.208,-3.541,0.013,0.262,5.47,0,0,49.003,-0.933,31.689,2,8.834,0.5,0,2,5,0
23.295,0.249,3.449,16.821,25.77,0.032,-25.092,4.864,42.727,0.017,0.013,8.735,27.059,0,33.992,-3.09,15.77,1.827,5.12,0.43,0,8.722,-3.09,11.19,1.5,0,0,0.2,2,3,0
25.784,0,0.174,0.287,2.379,0.288,-33.856,0.06,0.298,2.811,0,3.987,2.077,0,-4.914,-0.648,0.017,0.133,0.167,0,0,3.987,-0.648,0.219,1,0,0,0,0,2,0
14.518,0.053,0.874,3.545,4.529,0.148,-22.145,0.957,21.111,2.542,4.661,9.507,2.925,3.233,9.864,-1.153,0.892,0.338,9.751,0,0,4.562,-1.153,2.13,1.5,0,0.205,1,3,4,0
25.58,0,0.337,17.641,0,0.113,-3.819,17.08,22.345,0,0,0.337,0,0,22.008,-8.156,0.039,0.034,0.158,0,-0.596,0.337,-8.156,0.48,1.312,0,0,0,1,3,0
25.331,62.319,43.861,141.156,668.138,14.111,66.956,1.391,550.09,0.009,212.129,321.002,449.303,0,213.931,51.124,2.986,33.661,465.759,0,30.543,69.336,51.124,72.134,34.25,0,85,0,2,4,0
5.138,1.057,0.913,7.495,19.788,0,-24.779,4.536,9.47,0,0,2.607,13.97,0,3.784,-6.292,5.2,0.591,4.153,0,0,2.607,-6.292,1.879,12.75,0,0,0,1,1,0
19.135,23.286,16.251,96.229,121.483,0.58,35.117,33.345,145.744,0.3,4.8,44.863,84.684,0,100.881,0.564,0.202,7.144,72.604,0.374,1.121,36.149,0.564,30.17,5.625,19.498,0,1,3,3,0
